"NSE Symbol","Regd Office City","Market Capitalisation","BSE-Quarterly Average Volume","NSE-Quarterly Average Volume","BSE-Yearly Average Volume","NSE-Yearly Average Volume","BSE Code"
"NIFTYMNC","","3465638.00","","40585.57","","34745.89",""
"NIFTYMOBILITY","","6412422.73","","170410.33","","182051.42",""
"NIFTYNONCYCLIC","","5813267.60","","592802.17","","486383.57",""
"NIFTYNXT50","","7538981.02","","236660.52","","305178.63",""
"NIFTYPHARMA","","1731337.94","","23765.64","","22717.96",""
"NIFTYPR1X","","","","","","",""
"NIFTYPR2X","","","","","","",""
"NIFTYPSE","","3186280.91","","149047.39","","202542.12",""
"NIFTYPSU","","","","","","",""
"NIFTYPSUBANK","","1809397.03","","122535.34","","139235.07",""
"NIFTYPTBNK","","3557319.53","","200709.81","","176027.75",""
"NIFTYQLITY","","","10.38","78.36","14.87","159.00","543574"
"NIFTYREALTY","","657692.41","","12739.35","","12470.86",""
"NIFTYREITS","","82770.36","","","","",""
"NIFTYSERVICE","","11962873.56","","240408.01","","270096.40",""
"NIFTYSMALL","","2248141.28","","489625.40","","435109.65",""
"NIFTYSMALLCAP250","","4545673.96","","812333.89","","839747.59",""
"NIFTYSMALLCAP50","","1276033.10","","187691.53","","218512.61",""
"NIFTYSME","","124937.07","","","","",""
"NIFTYTATA","","2553588.91","","","","",""
"NIFTYTATA25","","2379865.19","","51047.61","","62216.45",""
"NIFTYTOTALMCAP","","43417982.11","","3601074.82","","3161503.99",""
"NIFTYTR1X","","","","","","",""
"NIFTYTR2X","","","","","","",""
"NIFTYTRANSLOG","","3590559.54","","63468.49","","56033.88",""
"NIFTYV20","","8077682.64","","121777.26","","142026.20",""
"NIITLTD","Gurgaon","1350.67","27.90","319.03","78.84","1193.18","500304"
"NIITMTS","Gurugram","4410.33","6.15","137.65","11.37","146.16","543952"
"NIKITA","New Delhi","293.79","","177.13","","153.58",""
"NILAINFRA","Ahmedabad","385.62","64.41","487.51","181.91","1005.51","530377"
"NILASPACES","Ahmedabad","673.16","200.16","1146.72","162.63","670.48","542231"
"NILKAMAL","Dadra & Nagar Haveli","2306.72","0.67","4.32","0.44","4.25","523385"
"NINSYS","Ahmedabad","799.14","0.90","3.82","1.32","9.62","539843"
"NIPPOBATRY","Chennai","335.18","0.83","3.28","1.06","5.71","504058"
"NIRAJ","Mumbai","170.01","14.63","91.98","8.25","58.57","532986"
"NIRAJISPAT","Delhi","13.92","","0.33","","0.24",""
"NIRLON","Mumbai","4513.56","18.42","","20.96","","500307"
"NIRMAN","Nashik","65.32","","81.77","","50.94",""
"NITCO","Mumbai","2126.20","22.94","382.90","27.33","275.45","532722"
"NITESHEST","Bengaluru","60.81","77.55","","68.38","","533202"
"NITINFIRE","Mumbai","53.19","","","","","532854"
"NITINSPIN","Bhilwara","1742.82","6.87","76.94","9.71","128.16","532698"
"NITIRAJ","Mumbai","194.42","","8.72","","22.87",""
"NIVABUPA","New Delhi","13909.60","223.39","2962.87","1269.53","4721.98","544286"
"NIYATILEAS","Mumbai","36.20","71.95","","76.50","","511523"
"NKIND","Ahmedabad","40.42","2.15","5.46","0.90","2.80","519494"
"NLCINDIA","Chennai","36017.89","160.24","2443.75","119.04","2183.05","513683"
"NMDC","Hyderabad","64276.98","1241.02","19026.33","1060.51","20694.08","526371"
"NMID150Q50","","3014775.13","","49533.21","","55269.99",""
"NMSTEEL","Thrissur","53.42","","18.34","","35.65",""
"NOCIL","Mumbai","2936.30","22.53","394.45","37.15","467.24","500730"
"NOIDATOLL","New Delhi","82.11","39.87","129.40","79.79","268.63","532481"
"NOILGAS","","3268054.92","","63150.76","","82172.96",""
"NOL","Chennai","53.70","0.86","","1.57","","507813"
"NORBTEAEXP","Kolkata","93.44","0.79","2.94","2.44","4.77","519528"
"NORTHARC","Chennai","4245.16","62.40","921.84","122.73","1260.07","544260"
"NOVAAGRI","Siddipet","419.95","16.23","110.90","41.04","255.48","544100"
"NOVAIRNSTL","Bilaspur","50.20","5.03","","6.54","","513566"
"NOVARTIND","Mumbai","2075.38","4.67","","9.57","","500672"
"NPBET","","","","0.75","","1.16",""
"NPST","Thane","3670.96","1.44","25.50","1.61","21.48","544396"
"NRAIL","Mumbai","778.71","3.23","35.82","1.91","21.53","516082"
"NRBBEARING","Mumbai","2589.77","10.34","162.24","16.31","205.45","530367"
"NRL","Delhi","461.80","","61.47","","110.99",""
"NRVANDANA","Kolkata","145.94","","160.67","","161.75",""
"NSEALL","","","","","","",""
"NSEQ30","","9071785.54","","100067.62","","103600.07",""
"NSIL","New Delhi","3402.30","1.09","18.69","1.81","19.72","532256"
"NSLNISP","Jagdalpur","12707.11","960.33","10083.96","493.89","5475.81","543768"
"NT100ALP30","","9888740.38","","143313.87","","178893.84",""
"NT100LOW30","","14836022.72","","109315.36","","108129.99",""
"NT200ALP30","","7441461.85","","129455.11","","163833.41",""
"NTL","Sangareddy","28.84","","","12.46","62.00","532887"
"NTPC","New Delhi","316790.08","562.97","9140.73","937.88","12585.83","532555"
"NTPCGREEN","New Delhi","84010.51","428.31","5251.60","1161.16","13448.90","544289"
"NTYFIN2550","","6705711.91","","134534.51","","120033.08",""
"NUCLEUS","New Delhi","2713.61","1.34","14.11","3.44","42.62","531209"
"NURECA","Mumbai","270.45","5.35","60.50","4.49","45.31","543264"
"NUTEK","New Delhi","4.48","","","","","533015"
"NUVAMA","Mumbai","26423.08","7.61","147.16","10.53","154.72","543988"
"NUVOCO","Mumbai","13618.36","39.59","303.73","20.10","326.84","543334"
"NV20","","","","50.29","","40.72",""
"NV20BEES","","","","35.41","","59.47",""
"NV20IETF","","","50.43","501.72","75.79","568.14","539945"
"NXST","Mumbai","","31.41","1173.33","38.41","1098.04","543913"
"NXT-INFRA","New Delhi","0.00","","","","214.29",""
"Ny500MUL50:25:25","","41588836.05","","3163445.80","","2739431.82",""
"Ny500MUL50:30:20","","8173837.87","","233786.06","","224850.77",""
"Ny500MULI50:30:20","","8928407.35","","1348108.99","","1071867.45",""
"NYKAA","Mumbai","70237.98","365.37","6550.29","542.54","8318.78","543384"
"NYMIDSML400MQ100","","4386973.90","","256500.81","","229403.51",""
"OAL","Mumbai","1166.60","0.88","11.43","4.23","37.47","500078"
"OBCL","Raipur","116.36","6.05","23.10","3.23","29.60","541206"
"OBEROIRLTY","Mumbai","64721.20","14.29","522.17","63.97","831.78","533273"
"OBSCP","New Delhi","759.12","","44.88","","79.63",""
"OCCL","Kachahh","159.69","7.62","","6.79","35.61","506579"
"OCCLLTD","Kachahh","563.69","10.67","78.04","28.93","243.08","544278"
"OCL","Tiruchirappalli","5160.85","","","","","502165"
"OCTAV","Mumbai","6.84","","","","","533010"
"ODIGMA","","117.59","12.64","37.10","12.06","54.11","544301"
"OFSS","Mumbai","71454.32","8.11","169.34","5.83","162.05","532466"
"OIL","Dibrugarh","70440.25","200.63","2136.93","164.29","2992.61","533106"
"OILCOUNTUB","Hyderabad","339.70","6.04","35.63","9.43","45.81","500313"
"OILIETF","","","149.79","1893.91","201.81","2039.40","544216"
"OLAELEC","Bengaluru","20986.73","16575.10","167492.50","8351.23","80023.81","544225"
"OLECTRA","Hyderabad","12516.08","60.49","754.48","65.55","734.30","532439"
"OLIL","Mumbai","162.12","","25.32","","50.36",""
"OMAXAUTO","Gurugram","201.37","7.61","55.37","12.03","123.51","520021"
"OMAXE","Gurgaon","1436.87","28.34","311.99","32.31","343.12","532880"
"OMFREIGHT","Mumbai","304.26","47.89","289.45","47.89","289.45","544564"
"OMFURN","Mumbai","123.75","","26.51","","36.62",""
"OMINFRAL","Jaipur","1057.42","28.43","272.03","31.83","257.50","531092"
"OMKARCHEM","Thane","11.26","7.02","13.54","7.32","13.94","533317"
"ONDOOR","Bhopal","75.41","","8.65","","9.83",""
"ONELIFECAP","Mumbai","23.63","3.67","16.73","6.70","21.92","533632"
"ONEPOINT","Navi Mumbai","1282.00","","986.93","","1634.82",""
"ONESOURCE","Navi Mumbai","20442.75","4.34","133.90","16.79","266.29","544292"
"ONGC","New Delhi","316331.12","563.50","8608.16","527.12","11505.53","500312"
"ONMOBILE","Bengaluru","724.90","90.80","1103.23","60.54","638.69","532944"
"ONWARDTEC","Mumbai","676.01","4.39","38.70","8.09","94.53","517536"
"ONYX","Solan","70.72","","34.38","","71.07",""
"OPAL","Pune","14.44","","","","",""
"OPTIEMUS","New Delhi","5001.49","23.71","299.32","28.23","284.19","530135"
"OPTIVALUE","New Delhi","211.76","","164.64","","164.64",""
"OPTOCIRCUI","Bengaluru","53.51","","","","","532391"
"ORBTEXP","Mumbai","544.01","3.49","38.45","5.55","49.12","512626"
"ORCHASP","Secunderabad","112.00","143.61","521.83","260.34","445.85","532271"
"ORCHPHARMA","Chengalpattu","4212.22","8.34","98.89","10.24","110.80","524372"
"ORIANA","New Delhi","5768.91","","48.89","","69.97",""
"ORICONENT","Mumbai","874.28","34.72","454.00","41.12","510.04","513121"
"ORIENTALTL","New Delhi","71.30","66.61","261.65","125.06","645.70","532817"
"ORIENTBANK","New Delhi","5926.16","","","","","500315"
"ORIENTBELL","Sikandrabad","425.79","1.03","10.19","1.38","18.17","530365"
"ORIENTCEM","Bhubaneswar","4255.07","28.42","485.82","44.18","891.63","535754"
"ORIENTCER","Mumbai","421.13","6.74","47.97","13.02","101.61","504879"
"ORIENTELEC","Bhubaneswar","4551.09","7.25","170.78","9.00","185.87","541301"
"ORIENTHOT","Chennai","2144.08","17.31","247.28","20.69","293.06","500314"
"ORIENTLTD","Boisar","85.00","3.74","14.94","3.47","34.47","526325"
"ORIENTPPR","Bhubaneswar","530.68","72.93","508.62","92.13","873.96","502420"
"ORIENTTECH","Mumbai","1787.89","96.48","1013.63","70.41","643.70","544235"
"ORISSAMINE","Bhubaneswar","3081.72","1.89","27.45","1.12","15.63","590086"
"ORKLAINDIA","Bengaluru","9772.81","2002.87","16614.14","2002.87","16614.14","544595"
"ORTEL","New Delhi","5.87","5.24","12.74","8.70","13.49","539015"
"ORTINGLOBE","Hyderabad","9.59","2.52","11.77","7.74","17.79","539287"
"OSEINTRUST","New Delhi","","","","","",""
"OSELDEVICE","New Delhi","1188.28","","22.78","","56.44",""
"OSIAHYPER","Ahmedabad","369.31","","826.65","","520.71",""
"OSWALAGRO","Ludhiana","894.41","129.78","152.38","87.22","231.49","500317"
"OSWALGREEN","Ludhiana","958.15","43.49","373.97","64.27","552.67","539290"
"OSWALMIN","Chennai","22.40","","","","",""
"OSWALPUMPS","Karnal Dist","7680.37","31.38","426.50","73.24","1052.82","544418"
"OSWALSEEDS","Neemuch","139.67","","77.53","","58.22",""
"OSWALSUG","Hoshiarpur Dist","151.37","4.03","","8.01","","500319"
"OWAIS","Ratlam","868.75","","26.26","","23.71",""
"PACEDIGITK","Bengaluru","4622.46","406.61","5582.43","406.61","5582.43","544550"
"PACIFICIND","Udaipur","121.31","1.16","","2.01","","523483"
"PADMALAYAT","Hyderabad","7.05","7.76","","12.17","","532350"
"PAEL","Mumbai","0.46","","","6.18","","517230"
"PAGEIND","Bengaluru","44365.70","0.54","21.70","0.47","27.19","532827"
"PAISALO","New Delhi","3335.22","1024.46","12219.44","594.87","6491.18","532900"
"PAKKA","Kanpur","608.60","17.81","174.65","21.04","209.24","516030"
"PALASHSECU","Sitapur Dist","116.04","1.17","10.42","1.72","14.19","540648"
"PALREDTEC","Hyderabad","66.67","4.87","13.31","2.88","9.05","532521"
"PANACEABIO","Lalru","2510.36","12.87","190.66","22.06","210.74","531349"
"PANACHE","Thane Dist","664.85","","48.42","","23.58",""
"PANAMAPET","Ankleshwar","1621.23","3.79","51.74","3.95","52.60","524820"
"PANCARBON","Chennai","231.60","2.11","","3.00","","508941"
"PANCHMSTEL","Panchmahal Dist","545.74","1.53","","2.34","","513511"
"PANCHSHEEL","Indore","181.77","10.58","","15.60","","531726"
"PANSARI","Kolkata","451.87","","3.54","","3.89",""
"PANYAMCEM","Kurnool","101.07","0.24","","0.52","","500322"
"PAR","Vadodara","122.04","","7.26","","66.11",""
"PARACABLES","New Delhi","1281.14","94.82","749.02","174.40","1388.74","530555"
"PARADEEP","Bhubaneswar","17007.12","706.25","8960.80","552.19","8205.10","543530"
"PARAGMILK","Pune","4004.76","106.60","1403.70","96.96","1096.35","539889"
"PARAGON","Ahmedabad","111.43","","14.42","","20.41",""
"PARAMATRIX","Navi Mumbai","95.79","","11.49","","9.90",""
"PARAMOUNT","Ludhiana","37.49","","11.38","","15.72",""
"PARAS","Navi Mumbai","5403.78","60.47","569.78","78.21","715.72","543367"
"PARASPETRO","Surat","70.85","41.60","156.36","54.79","169.89","521246"
"PARIN","Rajkot Dist","601.82","","13.03","","8.83",""
"PARKHOTELS","Kolkata","3093.93","41.26","508.57","60.28","761.69","544111"
"PARRYSUGAR","Bengaluru","95.12","","","","","500162"
"PARSVNATH","Delhi","727.62","67.08","722.10","142.73","1368.31","532780"
"PARTH","Vadodara","362.82","","87.26","","87.26",""
"PARTYCRUS","Mumbai","77.49","","6.33","","9.58",""
"PASHUPATI","Kadi","1289.55","0.75","11.85","0.78","10.19","544448"
"PASUPATSPG","Dharuhera","33.61","0.75","","1.04","","503092"
"PASUPTAC","Moradabad Dist","457.16","11.75","110.30","13.01","87.50","500456"
"PATANJALI","Mumbai","62386.95","88.15","859.06","55.42","846.69","500368"
"PATELENG","Mumbai","3027.93","268.17","2283.20","428.54","3628.36","531120"
"PATELRMART","Thane Dist","722.79","59.76","356.92","59.76","356.92","544487"
"PATILAUTOM","Pune Dist","368.77","","58.97","","158.48",""
"PATINTLOG","Mumbai","96.79","19.62","112.54","35.16","254.54","526381"
"PATSPINLTD","Kochi","27.98","6.78","","7.30","","514326"
"PATTECH","Vadodara","121.51","","3.19","","5.80",""
"PAVNAIND","Aligarh","484.87","35.70","252.98","10.40","73.18","543915"
"PAYTM","New Delhi","84424.57","215.97","4021.43","635.52","6068.88","543396"
"PBAINFRA","Mumbai","19.37","11.57","","10.26","","532676"
"PCBL","Kolkata","13969.89","53.19","748.79","94.58","1627.72","506590"
"PCCL","Kolkata","432.50","","10.97","","27.18",""
"PCJEWELLER","New Delhi","8967.93","7375.08","63012.51","5064.44","37809.02","534809"
"PDMJEPAPER","Pune","1090.03","19.46","195.31","36.13","363.87","539785"
"PDPL","Mumbai","10.11","","","","","524689"
"PDSL","Mumbai","5382.46","11.27","179.56","11.07","140.91","538730"
"PEARLPOLY","New Delhi","45.59","6.46","45.81","10.28","85.60","523260"
"PEERABASAN","Kolkata","66.60","0.65","","1.88","","511411"
"PEL","Mumbai","25492.17","21.93","462.35","37.83","695.94","500302"
"PELATRO","Bengaluru","383.68","","6.38","","11.01",""
"PENIND","Rangareddy Dist","3481.61","64.87","904.78","65.69","860.00","513228"
"PENINLAND","Mumbai","1119.25","100.72","750.15","91.06","657.36","503031"
"PENPEBS","Hyderabad","218.85","","","","","539333"
"PENTAGON","Mohali","73.25","","25.47","","19.26",""
"PERFECT","Navi Mumbai","14.17","","24.00","","60.73",""
"PERMAGNET","Dadra & Nagar Haveli","786.76","10.55","","10.56","","504132"
"PERSISTENT","Pune","91985.60","17.37","493.18","18.55","552.47","533179"
"PETRONET","New Delhi","41250.00","270.20","1987.84","116.52","2333.29","532522"
"PFC","New Delhi","127383.93","233.85","4866.70","318.43","7405.08","532810"
"PFIZER","Mumbai","23208.74","2.45","37.84","2.26","44.90","500680"
"PFOCUS","Mumbai","13724.18","489.72","3005.88","168.35","1206.51","532748"
"PFS","New Delhi","2284.60","144.39","1634.91","111.13","1212.43","533344"
"PGEL","New Delhi","15640.74","405.52","5460.50","285.79","2741.89","533581"
"PGHH","Mumbai","42945.88","0.70","12.50","0.49","10.11","500459"
"PGHL","Mumbai","9941.04","0.58","11.61","0.57","11.73","500126"
"PGIL","New Delhi","5966.66","4.78","85.65","8.45","120.50","532808"
"PGINVIT","New Delhi","","134.92","849.47","160.60","1279.27","543290"
"PHANTOMFX","Chennai","408.35","","19.90","","39.91",""
"PHARMABEES","","","145.91","3863.27","145.91","4166.52","590142"
"PHILCORP","Mapusa","82.80","11.61","","13.60","","500458"
"PHOENIXLL","Bengaluru","614.18","","","","","517296"
"PHOENIXLTD","Mumbai","62376.61","23.58","665.32","20.15","755.00","503100"
"PHOENXINTL","New Delhi","67.58","3.42","","3.34","","526481"
"PHOGLOBAL","Kolkata","39.37","","12.07","","21.63",""
"PICCADIL","Karnal Dist","6570.78","41.85","199.83","91.35","179.04","530305"
"PICCADSUG","Patiala Dist","109.95","5.63","","6.78","","507498"
"PIDILITIND","Mumbai","146734.01","20.09","475.90","19.04","362.63","500331"
"PIGL","Ahmedabad","250.95","11.56","73.90","10.19","44.63","543912"
"PIIND","Udaipur","56878.36","4.91","212.36","7.18","273.89","523642"
"PILANIINVS","Kolkata","5651.89","0.56","6.37","0.76","7.90","539883"
"PILITA","Udaipur Dist","290.23","22.93","120.55","36.84","278.60","500327"
"PINCON","Kolkata","34.89","","","","","538771"
"PIONDIST","Bengaluru","242.19","","","","","531879"
"PIONEEREMB","Mumbai","106.07","6.83","23.12","6.97","49.34","514300"
"PIRAMALFIN","Mumbai","378.55","","","","","544597"
"PIRPHYTO","Mumbai","58.54","","","","","532979"
"PITTIENG","Hyderabad","3517.97","24.05","48.52","10.84","73.79","513519"
"PIXTRANS","Nagpur","1974.43","1.73","19.90","4.81","54.75","500333"
"PKTEA","Kolkata","206.19","","0.65","","2.23",""
"PLADAINFO","Mumbai","13.89","","7.27","","11.18",""
"PLASTIBLEN","Mumbai","446.49","1.69","10.32","2.07","16.92","523648"
"PLATIND","Mumbai","1461.55","27.21","338.44","24.99","289.64","544134"
"PLAZACABLE","New Delhi","206.47","6.57","41.20","8.02","55.41","544003"
"PNB","New Delhi","138489.97","969.41","15653.38","1198.05","23536.76","532461"
"PNBGILTS","New Delhi","1599.21","49.12","536.21","64.57","708.96","532366"
"PNBHOUSING","New Delhi","23658.09","77.56","1849.34","106.70","1739.80","540173"
"PNC","Mumbai","44.41","6.49","22.55","5.12","24.67","532387"
"PNCINFRA","New Delhi","7160.01","22.37","342.89","56.86","801.05","539150"
"PNEUMATIC","Pune","809.17","","","","","539347"
"PNGJL","Pune","8764.72","27.12","304.96","37.64","377.44","544256"
"POCL","Chennai","4030.90","50.06","571.97","29.25","307.67","532626"
"PODDARHOUS","Mumbai","35.76","","","3.28","2.47","523628"
"PODDARMENT","Jaipur","299.36","0.63","4.54","0.62","5.32","524570"
"POKARNA","Secunderabad","2775.63","13.82","235.70","11.91","145.68","532486"
"POLICYBZR","Gurugram","81062.21","45.20","1451.21","43.90","1572.20","543390"
"POLYCAB","Panchmahal","114247.90","9.60","245.77","18.07","430.16","542652"
"POLYCHEM","Mumbai","89.29","0.11","","0.14","","506605"
"POLYMED","New Delhi","19230.43","8.89","177.81","7.70","172.58","531768"
"POLYPLEX","Khatima","2941.79","3.09","54.43","7.56","112.39","524051"
"POLYSIL","Vadodara Dist","589.41","","134.41","","72.97",""
"PONNIERODE","Chennai","254.34","1.56","13.65","1.65","18.06","532460"
"POONAWALLA","Pune","37608.29","210.30","3086.59","165.30","2244.49","524000"
"PORRITSPEN","Faridabad","839.64","0.60","","0.70","","522122"
"POSITRON","Gandhinagar","272.85","","18.34","","17.26",""
"POWERFUL","New Delhi","1.95","","","","",""
"POWERGRID","New Delhi","251302.32","673.48","11759.70","509.29","12727.24","532898"
"POWERINDIA","Bengaluru","90064.70","6.97","143.29","6.10","125.30","543187"
"POWERMECH","Hyderabad","7504.13","5.39","91.34","7.27","95.29","539302"
"PPAP","New Delhi","373.48","5.43","53.60","4.77","40.81","532934"
"PPL","Amritsar","680.24","9.25","74.92","9.77","81.58","542684"
"PPLPHARMA","Mumbai","26491.92","205.85","3599.20","300.51","5735.05","543635"
"PPSL","Mumbai","34.72","","64.22","","64.32",""
"PRABHA","Ahmedabad","2829.84","2.64","35.93","6.40","61.48","544379"
"PRAENG","Hyderabad","216.59","39.95","216.24","31.26","173.93","531746"
"PRAGBOSIMI","Guwahati","15.40","12.22","","14.32","","500192"
"PRAJIND","Pune","6134.76","86.07","966.41","68.65","959.35","522205"
"PRAKASH","Hisar","2885.90","60.91","781.09","66.88","866.51","506022"
"PRAKASHSTL","Mumbai","87.50","44.02","179.47","76.97","334.74","533239"
"PRAMARA","Mumbai","460.79","","57.00","","51.16",""
"PRANIK","Kolkata","84.78","","11.16","","33.27",""
"PRASGLOFIN","Kolkata","0.39","20.00","","10.76","","531738"
"PRATHAM","Ahmedabad","308.70","","13.95","","18.56",""
"PRATIBHA","Mumbai","17.18","","","","","532718"
"PRAXIS","Mumbai","222.63","66.53","222.23","77.60","387.87","540901"
"PRECAM","Solapur","1698.35","183.25","1432.66","74.14","679.28","539636"
"PRECISION","Hyderabad","45.34","","11.21","","36.54",""
"PRECOT","Coimbatore","593.94","","8.06","","11.28","521184"
"PRECWIRE","Mumbai","4180.78","51.15","565.96","33.31","368.60","523539"
